id1,id2
1111,42039
1111,4491
1111,52170
1111,53747
1111,54552
1111,2249
1111,257182
1111,57954
1111,58755
1111,28145
1111,3480
1111,57215
1111,3287
1111,41776
1111,44093
1111,53743
1111,13466
1111,14870
1111,3556
1111,57173
1111,34749
1111,394389
1111,418164
1279,76165
1279,53322
1279,54346
1279,300836
43252,43050
43252,57758
43252,379496
43252,59250
43252,421700
43252,397523
43252,264235
43252,35221
43252,21974
43252,251461
43252,259799
43252,39074
43252,4782
43252,29653
43252,61536
43252,4600
43252,53089
43252,59199
43252,24075
43252,4265
43252,4416
43252,27392
43252,3703
43252,430439
43252,4586
43252,4742
43252,53091
43252,54822
43252,11498
43252,26055
43252,54744
43252,57955
43252,32734
43252,57171
43252,59184
43252,127659
43252,4639
43252,52799
43252,58824
43252,13820
43252,23755
43252,395969
43252,41128
43252,55978
43252,58346
43252,1063
43252,19430
43252,25178
43252,26316
43252,366885
43252,4186
43252,2571
43252,27936
43252,50971
43252,53099
43252,54449
43252,24033
43252,53390
43252,56165
43252,19299
43252,25557
43252,3332
43252,371831
43252,2175
43252,27241
43252,2818
43252,28454
43252,40002
43252,52800
43252,57838
43252,58084
43252,18628
43252,29727
43252,5678
43252,28198
43252,43753
43252,57679
43252,58005
43252,32377
43252,383623
43252,39709
43252,4634
43252,5115
43252,54653
43252,302306
43252,34887
43252,53435
43252,56237
43252,57835
43252,57928
43252,57976
43252,15642
43252,57816
43252,1379
43252,2356
43252,30746
43252,31153
43252,23914
43252,2528
43252,33
43252,43754
43252,59222
43252,37854
43252,13554
43252,26333
43252,16944
43252,4128
43252,52752
43252,4751
43252,4793
43252,52751
43050,57758
43050,379496
43050,59250
43050,421700
43050,397523
43050,264235
43050,35221
43050,21974
43050,251461
43050,259799
43050,39074
43050,4782
43050,29653
43050,61536
43050,4600
43050,53089
43050,59199
43050,24075
43050,4265
43050,4416
43050,27392
43050,3703
43050,430439
43050,4586
43050,4742
43050,53091
43050,54822
43050,11498
43050,26055
43050,54744
43050,57955
43050,32734
43050,57171
43050,59184
43050,127659
43050,4639
43050,52799
43050,58824
43050,13820
43050,23755
43050,395969
43050,41128
43050,55978
43050,58346
43050,1063
43050,19430
43050,25178
43050,26316
43050,366885
43050,4186
43050,2571
43050,27936
43050,50971
43050,53099
43050,54449
43050,24033
43050,53390
43050,56165
43050,19299
43050,25557
43050,3332
43050,371831
43050,2175
43050,27241
43050,2818
43050,28454
43050,40002
43050,52800
43050,57838
43050,58084
43050,18628
43050,29727
43050,5678
43050,28198
43050,43753
43050,57679
43050,58005
43050,32377
43050,383623
43050,39709
43050,4634
43050,5115
43050,54653
43050,302306
43050,34887
43050,53435
43050,56237
43050,57835
43050,57928
43050,57976
43050,15642
43050,57816
43050,1379
43050,2356
43050,30746
43050,31153
43050,23914
43050,2528
43050,33
43050,43754
43050,59222
43050,37854
43050,13554
43050,26333
43050,16944
43050,4128
43050,52752
43050,4751
43050,4793
43050,52751
369157,385406
369157,320356
369157,53399
369157,31906
369157,24182
369157,43737
369157,4806
369157,22512
369157,12447
369157,40876
369157,42457
369157,5679
369157,69
369157,2551
369157,42848
369157,53414
369157,27015
369157,29593
369157,3387
369157,4166
369157,42405
369157,4439
369157,10389
369157,15859
369157,23742
369157,41680
369157,18726
369157,50734
369157,19397
369157,23875
369157,29952
369157,10141
369157,14962
369157,4440
369157,492
369157,5596
369157,39236
369157,42767
369157,475
369157,5538
369157,5621
369157,57539
369157,22821
369157,250
369157,42847
369157,3876
369157,279590
369157,41738
369157,12258
369157,19380
369157,23771
369157,52332
369157,864
369157,4108
369157,41494
369157,59633
369157,40877
369157,58381
369157,23916
369157,27946
369157,326224
369157,40381
369157,40588
369157,53413
369157,4297
378578,3636
378578,58118
378578,58175
378578,3990
378578,28
378578,2462
378578,3896
378578,416
378578,3946
378578,275602
378578,4531
378578,58134
378578,3137
378578,430
378578,416836
378578,4607
378578,5683
378578,1009
378578,13925
378578,30899
378578,39707
378578,52201
378578,17576
378578,29642
378578,2977
378578,56122
378578,249966
378578,2769
378578,52178
378578,52790
378578,25096
378578,27057
378578,50738
378578,53478
378578,5703
378578,55984
378578,20709
378578,248397
378578,27124
378578,37194
378578,5159
378578,56088
378578,25924
378578,27256
378578,29179
378578,4019
378578,408
378578,5426
378578,689
378578,13525
378578,22828
378578,35314
378578,5137
378578,52368
378578,58252
378578,27255
378578,42920
378578,52827
378578,21400
378578,21926
378578,3717
378578,4234
378578,857
378578,23027
378578,4490
378578,52312
378578,28347
378578,29177
378578,4050
378578,12074
378578,4459
378578,28409
378578,32475
378578,3449
378578,28359
378578,4533
378578,58341
378578,10064
378578,1120
378578,307156
378578,19646
378578,442854
292844,46156
292844,9819
292844,3363
303614,17692
303614,440083
303614,48933
303614,17489
303614,14884
364809,41478
364809,5109
364809,16023
364809,27975
364809,4407
364809,41450
364809,42483
364809,46742
364809,53900
364809,41449
364809,57997
364809,264671
364809,53460
364809,53471
364809,35522
364809,56007
364809,31744
364809,27977
364809,6820
364809,115
364809,30789
364809,49122
364809,57324
364809,61584
364809,105915
364809,1682
364809,16936
364809,20999
364809,31397
364809,38297
364809,51213
364809,53461
364809,58918
364809,56183
364809,22647
364809,29839
364809,37631
364809,249946
364809,29413
364809,320
364809,60101
364809,30057
364809,11868
364809,275611
364809,31955
364809,3775
364809,288591
364809,59011
364809,25967
364809,269337
364809,31487
364809,54035
364809,22980
364809,30839
364809,17492
364809,302836
364809,30421
364809,362941
364809,58917
364809,16018
364809,32674
364809,59155
37546,32088
41478,5109
41478,16023
41478,27975
41478,4407
41478,41450
41478,42483
41478,46742
41478,53900
41478,41449
41478,57997
41478,264671
41478,53460
41478,53471
41478,35522
41478,56007
41478,31744
41478,27977
41478,6820
41478,115
41478,30789
41478,49122
41478,57324
41478,61584
41478,105915
41478,1682
41478,16936
41478,20999
41478,31397
41478,38297
41478,51213
41478,53461
41478,58918
41478,56183
41478,22647
41478,29839
41478,37631
41478,249946
41478,29413
41478,320
41478,60101
41478,30057
41478,11868
41478,275611
41478,31955
41478,3775
41478,288591
41478,59011
41478,25967
41478,269337
41478,31487
41478,54035
41478,22980
41478,30839
41478,17492
41478,302836
41478,30421
41478,362941
41478,58917
41478,16018
41478,32674
41478,59155
428561,52873
428561,8771
428561,25091
428561,24792
428561,1317
428561,31014
428561,4225
428561,51431
428561,80251
428561,22903
428561,16159
428561,30766
428561,58920
428561,30813
428561,79826
428561,80316
57758,379496
57758,59250
57758,421700
57758,397523
57758,264235
57758,35221
57758,21974
57758,251461
57758,259799
57758,39074
57758,4782
57758,29653
57758,61536
57758,4600
57758,53089
57758,59199
57758,24075
57758,4265
57758,4416
57758,27392
57758,3703
57758,430439
57758,4586
57758,4742
57758,53091
57758,54822
57758,11498
57758,26055
57758,54744
57758,57955
57758,32734
57758,57171
57758,59184
57758,127659
57758,4639
57758,52799
57758,58824
57758,13820
57758,23755
57758,395969
57758,41128
57758,55978
57758,58346
57758,1063
57758,19430
57758,25178
57758,26316
57758,366885
57758,4186
57758,2571
57758,27936
57758,50971
57758,53099
57758,54449
57758,24033
57758,53390
57758,56165
57758,19299
57758,25557
57758,3332
57758,371831
57758,2175
57758,27241
57758,2818
57758,28454
57758,40002
57758,52800
57758,57838
57758,58084
57758,18628
57758,29727
57758,5678
57758,28198
57758,43753
57758,57679
57758,58005
57758,32377
57758,383623
57758,39709
57758,4634
57758,5115
57758,54653
57758,302306
57758,34887
57758,53435
57758,56237
57758,57835
57758,57928
57758,57976
57758,15642
57758,57816
57758,1379
57758,2356
57758,30746
57758,31153
57758,23914
57758,2528
57758,33
57758,43754
57758,59222
57758,37854
57758,13554
57758,26333
57758,16944
57758,4128
57758,52752
57758,4751
57758,4793
57758,52751
3636,58118
3636,58175
3636,3990
3636,28
3636,2462
3636,3896
3636,416
3636,3946
3636,275602
3636,4531
3636,58134
3636,3137
3636,430
3636,416836
3636,4607
3636,5683
3636,1009
3636,13925
3636,30899
3636,39707
3636,52201
3636,17576
3636,29642
3636,2977
3636,56122
3636,249966
3636,2769
3636,52178
3636,52790
3636,25096
3636,27057
3636,50738
3636,53478
3636,5703
3636,55984
3636,20709
3636,248397
3636,27124
3636,37194
3636,5159
3636,56088
3636,25924
3636,27256
3636,29179
3636,4019
3636,408
3636,5426
3636,689
3636,13525
3636,22828
3636,35314
3636,5137
3636,52368
3636,58252
3636,27255
3636,42920
3636,52827
3636,21400
3636,21926
3636,3717
3636,4234
3636,857
3636,23027
3636,4490
3636,52312
3636,28347
3636,29177
3636,4050
3636,12074
3636,4459
3636,28409
3636,32475
3636,3449
3636,28359
3636,4533
3636,58341
3636,10064
3636,1120
3636,307156
3636,19646
3636,442854
379496,59250
379496,421700
379496,397523
379496,264235
379496,35221
379496,21974
379496,251461
379496,259799
379496,39074
379496,4782
379496,29653
379496,61536
379496,4600
379496,53089
379496,59199
379496,24075
379496,4265
379496,4416
379496,27392
379496,3703
379496,430439
379496,4586
379496,4742
379496,53091
379496,54822
379496,11498
379496,26055
379496,54744
379496,57955
379496,32734
379496,57171
379496,59184
379496,127659
379496,4639
379496,52799
379496,58824
379496,13820
379496,23755
379496,395969
379496,41128
379496,55978
379496,58346
379496,1063
379496,19430
379496,25178
379496,26316
379496,366885
379496,4186
379496,2571
379496,27936
379496,50971
379496,53099
379496,54449
379496,24033
379496,53390
379496,56165
379496,19299
379496,25557
379496,3332
379496,371831
379496,2175
379496,27241
379496,2818
379496,28454
379496,40002
379496,52800
379496,57838
379496,58084
379496,18628
379496,29727
379496,5678
379496,28198
379496,43753
379496,57679
379496,58005
379496,32377
379496,383623
379496,39709
379496,4634
379496,5115
379496,54653
379496,302306
379496,34887
379496,53435
379496,56237
379496,57835
379496,57928
379496,57976
379496,15642
379496,57816
379496,1379
379496,2356
379496,30746
379496,31153
379496,23914
379496,2528
379496,33
379496,43754
379496,59222
379496,37854
379496,13554
379496,26333
379496,16944
379496,4128
379496,52752
379496,4751
379496,4793
379496,52751
385406,320356
385406,53399
385406,31906
385406,24182
385406,43737
385406,4806
385406,22512
385406,12447
385406,40876
385406,42457
385406,5679
385406,69
385406,2551
385406,42848
385406,53414
385406,27015
385406,29593
385406,3387
385406,4166
385406,42405
385406,4439
385406,10389
385406,15859
385406,23742
385406,41680
385406,18726
385406,50734
385406,19397
385406,23875
385406,29952
385406,10141
385406,14962
385406,4440
385406,492
385406,5596
385406,39236
385406,42767
385406,475
385406,5538
385406,5621
385406,57539
385406,22821
385406,250
385406,42847
385406,3876
385406,279590
385406,41738
385406,12258
385406,19380
385406,23771
385406,52332
385406,864
385406,4108
385406,41494
385406,59633
385406,40877
385406,58381
385406,23916
385406,27946
385406,326224
385406,40381
385406,40588
385406,53413
385406,4297
22044,52172
22044,52248
22044,281853
22044,13004
22044,61206
22044,42
22044,14200
22044,15002
22044,304247
22044,62351
22044,20156
22044,46508
22044,60606
22044,302302
22044,60615
22044,21515
22044,49428
22044,18905
22044,10419
22044,14491
22044,326221
22044,13858
22044,262504
320356,53399
320356,31906
320356,24182
320356,43737
320356,4806
320356,22512
320356,12447
320356,40876
320356,42457
320356,5679
320356,69
320356,2551
320356,42848
320356,53414
320356,27015
320356,29593
320356,3387
320356,4166
320356,42405
320356,4439
320356,10389
320356,15859
320356,23742
320356,41680
320356,18726
320356,50734
320356,19397
320356,23875
320356,29952
320356,10141
320356,14962
320356,4440
320356,492
320356,5596
320356,39236
320356,42767
320356,475
320356,5538
320356,5621
320356,57539
320356,22821
320356,250
320356,42847
320356,3876
320356,279590
320356,41738
320356,12258
320356,19380
320356,23771
320356,52332
320356,864
320356,4108
320356,41494
320356,59633
320356,40877
320356,58381
320356,23916
320356,27946
320356,326224
320356,40381
320356,40588
320356,53413
320356,4297
3328,58758
3328,259801
3328,22511
3328,254542
3328,419297
3328,58550
3328,52939
3328,25097
3328,27418
3328,23762
3328,364800
3328,49
3328,19635
3328,26090
3328,292842
3328,3730
3328,58835
3328,59248
3328,278
3328,2102
3328,292851
3328,54742
3328,21068
3328,5219
3328,23756
3328,13792
3328,216268
3328,16160
3328,384488
349439,292963
349439,254654
349439,6877
35452,42337
35452,39408
35452,32359
35452,37581
35452,24170
35452,38283
35452,31440
35452,47350
35452,57179
35452,25884
35452,32970
35452,25663
35452,25778
35452,42277
35452,38007
35452,25460
35452,36976
35452,29718
35452,26410
35452,29369
35452,52438
35452,31910
35452,39118
36128,29570
36128,32038
36128,32947
36128,38946
36128,22730
36128,330427
36128,22653
36128,38067
36128,22860
36128,32028
36128,14927
36128,30142
36128,35612
36128,19457
36128,31231
36128,19445
36128,22685
36128,31261
36128,31041
36128,41284
36128,5142
36128,30713
36128,32624
36128,32707
36128,36900
36128,16842
36128,23772
36128,34729
36128,32154
36128,34973
36128,35357
36128,21357
36128,22510
36128,29539
36128,32197
36128,35351
36128,44120
36128,15446
36128,22761
36128,32595
36128,57967
36128,30044
36128,31341
36128,35646
36128,14935
36128,5163
36128,19658
36128,30016
36128,30434
36128,34783
36128,34868
36128,29960
36128,30245
36128,30666
36128,30745
36128,22850
36128,29562
36128,29742
36128,32851
36128,42156
36128,45958
36128,55072
36128,30731
36128,31222
36128,32029
36128,32974
36128,35600
36128,19293
36128,22656
36128,27958
36128,31470
36128,32697
36128,32867
36128,13633
36128,20466
36128,31033
36128,32060
36128,32580
36128,37305
36128,38658
36128,34950
36128,428208
36128,19309
36128,30282
36128,326253
36128,32700
36128,403796
36128,10037
36128,19300
36128,27617
36128,30740
36128,32062
36128,22727
36128,31309
36128,31765
36128,32484
36128,34651
36128,61347
36128,22717
36128,31113
36128,31951
36128,36967
36128,9904
36128,29892
36128,31147
36128,41789
36128,17620
36128,36402
36128,419295
36128,19575
36128,32868
36128,35354
36128,57950
36128,13910
36128,30520
36128,39745
36128,42292
40643,54667
40643,32944
40643,39475
40643,55132
40643,32507
40643,29427
40643,32781
41658,53266
41658,53339
41658,244750
41658,42359
41658,58388
41658,19654
41658,57509
41658,19251
41658,39997
41658,40493
41658,41850
41658,53029
41658,59149
41658,61411
41658,617
41658,34744
41658,3498
41658,302687
41658,394392
41658,452648
41658,24411
41658,24442
41658,5542
41658,30490
41658,32716
41658,25582
41658,52369
41658,53969
41658,57601
41658,39039
41658,52297
41658,15945
41658,51610
41658,53633
41658,54361
41658,55775
41658,25449
41658,28568
41658,54096
41658,244879
41658,42537
41658,56092
41658,25035
41658,56976
41658,57055
41658,57518
41658,23760
41658,269332
41658,31777
41658,359108
41658,42117
41658,54551
41658,57100
41658,58862
41658,52371
41658,26264
41658,292843
41658,4101
41658,53207
41658,839
41658,19625
41658,25373
41658,394391
41658,42191
41658,53781
41658,57422
41658,255818
41658,39513
41658,5179
41658,57270
41658,3506
41658,42039
41658,4491
41658,52170
41658,53747
41658,54552
41658,2249
41658,257182
41658,57954
41658,58755
41658,28145
41658,3480
41658,57215
41658,3287
41658,41776
41658,44093
41658,53743
41658,13466
41658,14870
41658,3556
41658,57173
41658,34749
41658,394389
41658,418164
43548,59315
43548,19441
43548,29537
43548,31442
43548,40071
43548,224257
43548,64173
43548,421698
43548,19661
43548,22953
43548,31080
43548,26027
43548,29779
43548,32571
43548,24940
43548,23041
43548,30323
45674,36065
45674,58890
45674,23165
45674,53446
45674,28224
45674,30332
45674,37442
45674,30429
45674,31412
45674,37110
45674,53445
45674,19628
45674,29580
45674,30162
5109,16023
5109,27975
5109,4407
5109,41450
5109,42483
5109,46742
5109,53900
5109,41449
5109,57997
5109,264671
5109,53460
5109,53471
5109,35522
5109,56007
5109,31744
5109,27977
5109,6820
5109,115
5109,30789
5109,49122
5109,57324
5109,61584
5109,105915
5109,1682
5109,16936
5109,20999
5109,31397
5109,38297
5109,51213
5109,53461
5109,58918
5109,56183
5109,22647
5109,29839
5109,37631
5109,249946
5109,29413
5109,320
5109,60101
5109,30057
5109,11868
5109,275611
5109,31955
5109,3775
5109,288591
5109,59011
5109,25967
5109,269337
5109,31487
5109,54035
5109,22980
5109,30839
5109,17492
5109,302836
5109,30421
5109,362941
5109,58917
5109,16018
5109,32674
5109,59155
5180,54036
5180,452646
5180,53080
5180,51247
5180,53180
5180,23967
5180,244726
5180,27974
5180,4283
5180,51246
5180,302826
5180,53804
5180,292840
5180,57533
5180,43755
5180,59612
5180,487914
5180,53998
53266,53339
53266,244750
53266,42359
53266,58388
53266,19654
53266,57509
53266,19251
53266,39997
53266,40493
53266,41850
53266,53029
53266,59149
53266,61411
53266,617
53266,34744
53266,3498
53266,302687
53266,394392
53266,452648
53266,24411
53266,24442
53266,5542
53266,30490
53266,32716
53266,25582
53266,52369
53266,53969
53266,57601
53266,39039
53266,52297
53266,15945
53266,51610
53266,53633
53266,54361
53266,55775
53266,25449
53266,28568
53266,54096
53266,244879
53266,42537
53266,56092
53266,25035
53266,56976
53266,57055
53266,57518
53266,23760
53266,269332
53266,31777
53266,359108
53266,42117
53266,54551
53266,57100
53266,58862
53266,52371
53266,26264
53266,292843
53266,4101
53266,53207
53266,839
53266,19625
53266,25373
53266,394391
53266,42191
53266,53781
53266,57422
53266,255818
53266,39513
53266,5179
53266,57270
53266,3506
53266,42039
53266,4491
53266,52170
53266,53747
53266,54552
53266,2249
53266,257182
53266,57954
53266,58755
53266,28145
53266,3480
53266,57215
53266,3287
53266,41776
53266,44093
53266,53743
53266,13466
53266,14870
53266,3556
53266,57173
53266,34749
53266,394389
53266,418164
53339,244750
53339,42359
53339,58388
53339,19654
53339,57509
53339,19251
53339,39997
53339,40493
53339,41850
53339,53029
53339,59149
53339,61411
53339,617
53339,34744
53339,3498
53339,302687
53339,394392
53339,452648
53339,24411
53339,24442
53339,5542
53339,30490
53339,32716
53339,25582
53339,52369
53339,53969
53339,57601
53339,39039
53339,52297
53339,15945
53339,51610
53339,53633
53339,54361
53339,55775
53339,25449
53339,28568
53339,54096
53339,244879
53339,42537
53339,56092
53339,25035
53339,56976
53339,57055
53339,57518
53339,23760
53339,269332
53339,31777
53339,359108
53339,42117
53339,54551
53339,57100
53339,58862
53339,52371
53339,26264
53339,292843
53339,4101
53339,53207
53339,839
53339,19625
53339,25373
53339,394391
53339,42191
53339,53781
53339,57422
53339,255818
53339,39513
53339,5179
53339,57270
53339,3506
53339,42039
53339,4491
53339,52170
53339,53747
53339,54552
53339,2249
53339,257182
53339,57954
53339,58755
53339,28145
53339,3480
53339,57215
53339,3287
53339,41776
53339,44093
53339,53743
53339,13466
53339,14870
53339,3556
53339,57173
53339,34749
53339,394389
53339,418164
53399,31906
53399,24182
53399,43737
53399,4806
53399,22512
53399,12447
53399,40876
53399,42457
53399,5679
53399,69
53399,2551
53399,42848
53399,53414
53399,27015
53399,29593
53399,3387
53399,4166
53399,42405
53399,4439
53399,10389
53399,15859
53399,23742
53399,41680
53399,18726
53399,50734
53399,19397
53399,23875
53399,29952
53399,10141
53399,14962
53399,4440
53399,492
53399,5596
53399,39236
53399,42767
53399,475
53399,5538
53399,5621
53399,57539
53399,22821
53399,250
53399,42847
53399,3876
53399,279590
53399,41738
53399,12258
53399,19380
53399,23771
53399,52332
53399,864
53399,4108
53399,41494
53399,59633
53399,40877
53399,58381
53399,23916
53399,27946
53399,326224
53399,40381
53399,40588
53399,53413
53399,4297
54036,452646
54036,53080
54036,51247
54036,53180
54036,23967
54036,244726
54036,27974
54036,4283
54036,51246
54036,302826
54036,53804
54036,292840
54036,57533
54036,43755
54036,59612
54036,487914
54036,53998
55194,5476
55194,57552
55194,54389
55194,53506
55194,56045
55194,56090
55194,19406
55194,27976
55194,52996
55194,56097
55194,28637
55194,251485
55194,54347
55194,54392
55194,57778
55194,59132
55194,52995
55194,54435
55194,282820
55194,54379
55194,24761
55194,57160
55194,23943
55194,28633
58118,58175
58118,3990
58118,28
58118,2462
58118,3896
58118,416
58118,3946
58118,275602
58118,4531
58118,58134
58118,3137
58118,430
58118,416836
58118,4607
58118,5683
58118,1009
58118,13925
58118,30899
58118,39707
58118,52201
58118,17576
58118,29642
58118,2977
58118,56122
58118,249966
58118,2769
58118,52178
58118,52790
58118,25096
58118,27057
58118,50738
58118,53478
58118,5703
58118,55984
58118,20709
58118,248397
58118,27124
58118,37194
58118,5159
58118,56088
58118,25924
58118,27256
58118,29179
58118,4019
58118,408
58118,5426
58118,689
58118,13525
58118,22828
58118,35314
58118,5137
58118,52368
58118,58252
58118,27255
58118,42920
58118,52827
58118,21400
58118,21926
58118,3717
58118,4234
58118,857
58118,23027
58118,4490
58118,52312
58118,28347
58118,29177
58118,4050
58118,12074
58118,4459
58118,28409
58118,32475
58118,3449
58118,28359
58118,4533
58118,58341
58118,10064
58118,1120
58118,307156
58118,19646
58118,442854
58758,259801
58758,22511
58758,254542
58758,419297
58758,58550
58758,52939
58758,25097
58758,27418
58758,23762
58758,364800
58758,49
58758,19635
58758,26090
58758,292842
58758,3730
58758,58835
58758,59248
58758,278
58758,2102
58758,292851
58758,54742
58758,21068
58758,5219
58758,23756
58758,13792
58758,216268
58758,16160
58758,384488
58972,4528
58972,54716
58972,54757
58972,54619
58972,53004
58972,53254
58972,53432
58972,57842
58972,58829
58972,53714
58972,54715
58972,58644
58972,24808
58972,343602
58972,52783
58972,56019
58972,262384
58972,52765
58972,52769
58972,53570
58972,57189
58972,22563
58972,52868
58972,23859
58972,400296
58972,54684
58972,57782
58972,57728
58972,400295
58972,54097
61672,349844
61672,62145
61672,375199
259801,22511
259801,254542
259801,419297
259801,58550
259801,52939
259801,25097
259801,27418
259801,23762
259801,364800
259801,49
259801,19635
259801,26090
259801,292842
259801,3730
259801,58835
259801,59248
259801,278
259801,2102
259801,292851
259801,54742
259801,21068
259801,5219
259801,23756
259801,13792
259801,216268
259801,16160
259801,384488
42180,1596
42180,25856
42180,27965
42180,13513
42180,262353
42180,52943
42180,15858
42180,52372
42180,327232
42180,57475
42180,28009
42180,365053
42180,331454
42180,25131
42180,21574
42180,29223
42180,3757
59250,421700
59250,397523
59250,264235
59250,35221
59250,21974
59250,251461
59250,259799
59250,39074
59250,4782
59250,29653
59250,61536
59250,4600
59250,53089
59250,59199
59250,24075
59250,4265
59250,4416
59250,27392
59250,3703
59250,430439
59250,4586
59250,4742
59250,53091
59250,54822
59250,11498
59250,26055
59250,54744
59250,57955
59250,32734
59250,57171
59250,59184
59250,127659
59250,4639
59250,52799
59250,58824
59250,13820
59250,23755
59250,395969
59250,41128
59250,55978
59250,58346
59250,1063
59250,19430
59250,25178
59250,26316
59250,366885
59250,4186
59250,2571
59250,27936
59250,50971
59250,53099
59250,54449
59250,24033
59250,53390
59250,56165
59250,19299
59250,25557
59250,3332
59250,371831
59250,2175
59250,27241
59250,2818
59250,28454
59250,40002
59250,52800
59250,57838
59250,58084
59250,18628
59250,29727
59250,5678
59250,28198
59250,43753
59250,57679
59250,58005
59250,32377
59250,383623
59250,39709
59250,4634
59250,5115
59250,54653
59250,302306
59250,34887
59250,53435
59250,56237
59250,57835
59250,57928
59250,57976
59250,15642
59250,57816
59250,1379
59250,2356
59250,30746
59250,31153
59250,23914
59250,2528
59250,33
59250,43754
59250,59222
